paperId	phenotypeId	phenotypeName	title	clean_abstract
24359844	HP:0001686	Loss of voice	Dystonia with aphonia, slow horizontal saccades, epilepsy and photic myoclonus: a novel syndrome?	background dystonia anarthria andor aphonia rare syndromic association present two cases slowly progressive severe generalized dystonia aphonia slow horizontal saccades epilepsy photic myoclonus methods detailed clinical data collected two decades female index patient nine years similarly affected son sanger sequencing followed exome sequencing performed results patients leg onset generalized dystonia gradual rostral spread including prominent facial oromandibular involvement index patient anarthric son aphonic saccadic slowing marked horizontal plane subclinical epileptic activity index patient also photic myoclonus combined axonal demyelinating neuropathy known genetic causes similar syndromes identified conclusion cases caudorostrally spreading generalized dystonia prominent facial oromandibular involvement severe speech impairment marked slowing horizontal saccades photic myoclonus likely represent novel entity
15085147	HP:0030553	Visual acuity no light perception	Perceived luminance depends on temporal context.	brightnessthe perception objects luminancearises complex poorly understood interactions several levels processing well known brightness object depends spatial context include perceptual organization scene interpretation threedimensional interpretation shadows highlevel percepts present new class illusion temporal relations spatially neighbouring objects modulate target objects brightness compared nearby patch constant luminance brief flash appears brighter increasing onset asynchrony simultaneous contrast retinal effects masking apparent motion attentional effects account illusory enhancement brightness temporal context effect indicates two parallel streamsone adapting one nonadaptingencode brightness visual cortex
20461387	HP:0005947	Decreased sensitivity to hypoxemia	Temperature sensitivity of cardiac mitochondria in intertidal and subtidal triplefin fishes.	heart acutely sensitive temperature aquatic ectotherms appears fail organ thermal maximum reached although exact cause failure remains unknown heart highly aerobic therefore dependent mitochondrial oxidative phosphorylation oxphos meet energy requirements role cardiac mitochondria limiting heart function high temperatures remains unclear used permeabilised ventricle fibres explore heart mitochondrial function situ three closely related species small new zealand triplefin fishes response temperature compared measures whole animal respiration rates critical oxygen tensions fishes bellapiscis medius intertidal species greatest tolerance hypoxia higher temperatures efficient oxphos 30°c two subtidal species forsterygion varium f malcolmi b medius also displayed highest cytochrome c oxidase flux may part explain b medius tolerates higher temperatures hypoxia triplefin heart mitochondria exhibit decreased coupling phosphorylation increasing temperature likely impairs atp supply heart elevated temperatures potentially contributing heart failure ecologically relevant temperatures
26849233	HP:0005947	Decreased sensitivity to hypoxemia	HIF2α contributes to antiestrogen resistance via positive bilateral crosstalk with EGFR in breast cancer cells.	majority breast cancers express estrogen receptor α erα patients erαpositive breast cancer benefit antiestrogen therapy erαmodulator tamoxifen erαdownregulator fulvestrant commonly employed antiestrogens antiestrogen resistance remains clinical challenge effective treatments available patients antiestrogenresistant breast cancer hypoxia intrinsic tumors promotes aggressive disease hypoxiainducible transcription factors hif1 hif2 regulating cellular responses hypoxia show erαexpressing breast cancer cells mcf7 cama1 t47d less sensitive antiestrogens hypoxic furthermore protein mrna levels hif2αhif2a increased panel antiestrogenresistant cells antiestrogenexposure increased hif2α expression ectopic expression hif2α mcf7 cells significantly decreased sensitivity antiestrogens implicating hif2α antiestrogen resistance egfr known contribute antiestrogen resistance show hif2α drives hypoxic induction egfr egfr induces hif2α expression downregulation inhibition egfr led decreased hif2α levels positive bilateral hif2egfr regulatory crosstalk promotes antiestrogen resistance intrinsic hypoxic resistance exists therapy may exacerbate problem finally inhibition hifs fm19g11 restores antiestrogen sensitivity resistant cells targeting hif2 may useful counteracting antiestrogen resistance clinic
25283262	HP:0011372	Aplasia of the inner ear	Speech and language development after cochlear implantation in children with bony labyrinth malformations: long-term results.	aim study investigate speech language development longterm cochlear implantation children bony labyrinth malformations blms present surgical findings group patients auditory linguistic skills 21 children blm assessed study implanted 1998 2009 twentytwo sexmatched agematched implantees without blm evaluated control group compare speech perception speech intelligibility groups categories auditory performance cap test speech intelligibility rating sir test respectively administered turkish version test early language development teld3t administered evaluate compare linguistic skills groups surgical findings complications also analyzed implanted anomalies common cavity five patients incomplete partition type 1 5 patients incomplete partition type 2 11 patients cap sir scores significantly higher control group p 005 teld3t test scores comparable among groups p 005 based specific type malformation cap sir scores comparable subgroups p 005 perioperative complications occurred control group however various perioperative complications gusher etc surgical difficulty occurred anomaly group malformation group unsatisfactory results regard speech perception skills however group nonanomalous group exhibited comparable longterm results linguistic development
15365271	HP:0500011	Moon facies	Systemic lupus erythematosus with unusual maculopapular and erosive cutaneous lesions.	2002 38yearold woman referred department dermatological sciences evaluation erythematousinfiltrated lesions prominent purpuric erosive components distributed face upper chest extensor surfaces limbs developed 3month period 1997 patient suffered polyarthralgia proximal interphalangealknee wrist metacarpophalangeal joints associated morning stiffness 1999 admitted psychiatric unit depression episodes lipothymia year since developed diffuse persistent urticarial manifestations angioedema livedo reticularis limbs association anticardiolipin antibodies vasculitis proposed upon examination erythematousinfiltrated erosive lesions association serohemorrhagic crusts present faceneck chest upper trunk extensor surfaces upper limbs thighs figures 13 telangiectasias especially evident cheeks prominent edema conferred face moonlike appearance figure 1 laboratory investigations disclosed microcytic anemia elevated erythrocyte sedimentation rate proteinuria 30 mgdl positive antinuclear antibodies 180 diffuse fluorescence pattern lowered complement levels c3 31 mgdl c4 3 mgdl circulating immunocomplexes binding clq high titers antitsh receptor antibodies indirect immunofluorescence negative detection antibasement membrane zone antibodies histological examination lesional skin shoulder documented epidermal atrophy marked vacuolar degeneration basal cell layer colloid bodies perivascular lymphohistiocytic infiltration upper deep dermis figure 4 direct immunofluorescence performed affected skin showed junctional granular deposition igg c3and clq association perivascular c3 clq deposits upper dermis direct immunofluorescence sunprotectednonlesional skin showed similar immunological deposition basement membrane zone perivascular dermisbased upon clinical histologic immunopathologic findings proposed diagnosis systemic lupus erythematosus maculopapular erosive skin lesions patient treated methylprednisolone iv pulse therapy 250 mg tapered 10 days later continued po weeks significant improvement cutaneous manifestations noted
23428931	HP:0001555	Asymmetry of the thorax	Comparison of morbidity of donor site following pedicled muscle-sparing latissimus dorsi flap versus extended latissimus dorsi flap breast reconstruction.	unlabelled pedicled descendingbranch musclesparing latissimus dorsi msld flap widely used breast reconstruction following total mastectomy however superiority msld flap compared extended latissimus dorsi eld flap yet described study compares morbidities following pedicled msld flap eld flap breast reconstruction total 36 women pedicled msld flaps compared 37 women eld flap breast reconstruction medical records reviewed complications demographic data authors compared morbidity including donorsite seroma limitation shoulder movement aesthetic contour donor site following msld flap eld flap breast reconstruction authors compared identified parameters set level significance 005 alpha level demographic data two groups significantly different statistically donorsite seroma occurred two msld patients 56 23 eld patients 622 p 00001 limitation shoulder movement occurred nine msld patients 25 28 eld patients 757 p 00001 back asymmetry occurred less frequently msld group p 00297 pedicled descendingbranch msld flap low complication rate associated minimal functional aesthetic deficits donor site good option breast reconstruction level evidence therapeutic iii
20618468	HP:0030795	Reduced C-peptide level	Is psoriasis a pre-atherosclerotic disease? Increased insulin resistance and impaired endothelial function in patients with psoriasis.	background several studies shown association psoriasis atherosclerotic risk factors study aimed evaluate endothelial function flowmediated dilation fmd insulin resistance homeostasis model assessmentinsulin resistance homair methods examined 75 consecutive psoriasis patients 50 healthy controls subjects underwent transthoracic echocardiography brachial artery imaging detecting fmd fasting blood samples drawn subjects measuring insulin cpeptide fasting blood glucose homair calculated results baseline characteristics groups similar twentyfour psoriatic patients arthritis insulin 93 402081 vs 82 23165 mciuml p 0016 cpeptide 25 09200 vs 20 0937 ngml p 0009 levels significantly higher patients psoriasis controls homair 21 08689 vs 18 0686 p 0036 significantly higher patients psoriasis controls fmd reduced patients psoriasis compared healthy controls 56 19 vs 109 19 p 0001 conclusions study demonstrated significant impairment endothelial function increased insulin resistance patients psoriasis comprehensive study identifying atherosclerotic risk factors psoriasis suggest psoriatic patients paid attention atherosclerosis risk factors
25261415	HP:0033994	Dependency on parenteral nutrition	Iodine Deficiency in a Parenteral Nutrition-Dependent Adolescent With Intestinal Pseudo-Obstruction.	routine supplementation iodine parenteral nutrition pn solutions current practice united states case study describe incidental finding goiter longterm pndependent adolescent increased iodine screening identified additional patients undetectable urinary iodine concentrations population children short bowel receiving longterm pn hypothesize 2 practice changes possibly reducing iodine provision longterm pndependent patients transition alcoholbased skin preparations lipid minimization
27678100	HP:0034326	Adenomyosis	Serum Osteopontin Levels Are Decreased in Focal Adenomyosis.	investigated whether serum osteopontin opn levels different according specific phenotypes adenomyosis endometriosis conducted prospective laboratory study university referral center endometriosis may 2005 may 2013 included 148 nonpregnant women younger 42 years undergoing surgery benign gynecological condition preoperative pelvic magnetic resonance imaging mri presence focal andor diffuse adenomyosis determined pelvic mri women classified 3 groups noadenomyosis noam isolated diffuse adenomyosis difam focal adenomyosis without diffuse adenomyosis focam complete surgical exploration pelvic cavity presence type endometriosis surgically determined histologically confirmed distinguished 4 phenotypes endometriosis superficial peritoneal endometriosis sup ovarian endometrioma deep infiltrating endometriosis die osteopontin levels measured enzymelinked immunosorbent assay serum samples obtained participants month preceding surgery results show lower opn levels women focal adenomyosis compared adenomyosisfree controls results also show decrease opn levels women associated die focal adenomyosis compared women sup various serum biomarkers studied context endometriosis severity subtypes whereas data serum markers adenomyosis scarce entities often associated adenomyosis could confounding factor influencing results future research serum biomarkers describe subtypes adenomyosis endometriosis analyze results according welldefined subtypes
30593967	HP:0033981	Vertebral artery tortuosity	Anatomic Variation and Hemodynamic Evolution of Vertebrobasilar Arterial System May Contribute to the Development of Vascular Compression in Hemifacial Spasm.	background hemifacial spasm hfs caused vascular compression facial nerve definitive mechanism offending vessel formation remains unclear aim study explore whether anatomic hemodynamic characteristics vertebrobasilar artery play role problematic vessel formation hfs methods imaging data 341 patients hfs underwent microvascular decompression reviewed retrospectively compared 360 control subjects hemodynamics typical anatomic variations vertebral artery va analyzed using computational fluid dynamics software results asymmetry left right vas prevalent left va dominant va dominant va prevalent hfs group control group p 0026 left hfs significantly higher proportion left dominant va right hfs significantly higher proportion right dominant va p 0001 computational fluid dynamics models showed angulation tortuosity vessels caused remarkable pressure difference vascular walls opposite sides dynamic clinical observations showed mode vessel transposition coincided biomechanical characteristics conclusions anatomic variations hemodynamics vertebrobasilar arterial system likely contribute vascular compression formation hfs
11552893	HP:0000074	Ureteropelvic junction obstruction	MR pyelography in 115 patients with a dilated renal collecting system.	purpose evaluate accuracy mr pyelography assessment hydroureteronephrosis material methods one hundred fifteen patients variable degree hydroureteronephrosis demonstrated us urography subjected mr pyelography obtained means two ultrafast sequences results 228 kidneys examined collecting systems 130 kidneys dilated correctly identified mr pyelography 2 falsepositive results specificity mr pyelography detecting hydronephrosis 98 accuracy revealing level obstruction 100 sensitivity detecting stones strictures congenital ureteropelvic junction obstructions respectively 689 985 100 conclusion mr pyelography rapidly accurately depict morphological features dilated urinary tracts information regarding degree level obstruction without using contrast medium ionizing radiation
11803384	HP:0012478	Temporomandibular joint ankylosis	Imaging of temporomandibular joint ankylosis. A new radiographic classification.	objectives compare preoperative clinical radiographic findings temporomandibular joint tmj ankylosis found operation propose new classification methods thirtythree patients treated tmj ankylosis 18 unilateral 12 bilateral cases patients underwent preoperative clinical radiographic examination consisting panoramic radiograph axial coronal ct surgical findings compared imaging features results postcontrast coronal ct best imaging modality planning surgery displayed anatomical relationship ankylosed segment surrounding vital structures particularly sphenoid temporal bones involved conclusions surgical planning based coronal axial ct new classification tmj ankylosis based ct findings proposed
34672380	HP:0001973	Autoimmune thrombocytopenia	Refractory vaccine-induced immune thrombotic thrombocytopenia (VITT) managed with delayed therapeutic plasma exchange (TPE).	vaccineinduced immune thrombotic thrombocytopenia vitt newly described hematologic disorder presents acute thrombocytopenia thrombosis administration chadox1 ncov19 astrazeneca ad26cov2s johnson johnson adenovirusbased vaccines covid19 due positive assays antibodies platelet factor 4 pf4 vitt managed similarly autoimmune heparininduced thrombocytopenia hit intravenous immunoglobulin ivig nonheparin anticoagulation describe case vitt 50yearold man antecedent alcoholic cirrhosis presented platelets 7 × 10sup3sup μl portal vein thrombosis 21 days following administration ad26cov2s covid19 vaccine patient developed progressive thrombosis persistent severe thrombocytopenia despite ivig rituximab highdose steroids persistent antipf4 antibodies 30 days initial presentation delayed therapeutic plasma exchange tpe pursued day 32 admission salvage therapy sustained improvement platelet count case serves proofofconcept efficacy tpe vitt
26352467	HP:0032152	Keratosis pilaris	Unique Cutaneous Reaction to Second- and Third-Generation Tyrosine Kinase Inhibitors for Chronic Myeloid Leukemia.	background recently developed tyrosine kinase inhibitors tkis offer firstline alternatives patients chronic myeloid leukemia medications generally well tolerated cutaneous reactions occur frequently present management challenge describe newly recognized skin reaction dasatinib nilotinib extend newer agent ponatinib observations nine patients developed varying degrees clinically histopathologically lichenoid exanthem comprised erythematous predominately follicular papules scale alopecia pattern reminiscent scarring nonscarring alopecia follicular lichen planuslichen planopilaris lpp keratosis pilarislike lppthe rare grahamlittlepiccardilassueur syndrome importantly accompanying pruritus severe enough result discontinuation therapy conclusions clinicians aware unusual eruption newer tkis potential therapeutic challenges understanding eruptions may also suggest potential mechanisms idiopathic forms follicular lichen planus
33361557	HP:0034326	Adenomyosis	Analysis of the nonperfused volume ratio of adenomyosis from MRI images based on fewshot learning.	nonperfused volume npv ratio key success high intensity focused ultrasound hifu ablation treatment adenomyosis however qualitative interpretation standards predicting npv ratio adenomyosis using magnetic resonance imaging mri hifu ablation treatment leading interreader variability convolutional neural networks cnns achieved stateoftheart performance automatic disease diagnosis mri since use hifu treat adenomyosis novel treatment enough mri data support cnns proposed novel fewshot learning framework extends cnns predict npv ratio hifu ablation treatment adenomyosis collected dataset 208 patients adenomyosis underwent mri examination hifu treatment proposed method trained evaluated fourfold cross validation framework obtained sensitivity 856 896 928 0799 0980 1180 fps per patient receiver operating characteristics analysis npv ratio adenomyosis proposed method received area curve 08233 08289 08412 08319 07010 07637 08375 08219 08207 09812 classifications npv ratio interval 010 1020 … 90100 respectively present study demonstrated fewshot learning npv ratio prediction hifu ablation treatment adenomyosis may contribute selection eligible patients prejudgment clinical efficacy
11999861	HP:0030553	Visual acuity no light perception	Visual marking and visual change.	five experiments investigated types changes disrupt preview effectthe benefit gained difficult search tasks presenting distractors earlier time shape change without overall luminance change location old item found disrupt preview effect whereas equivalent luminance change alone isoluminant color change disruptive results suggest relatively lowlevel visual changes may sufficient abolish benefit b benefit likely occurs inhibition applied locations within location master map c inhibition need applied surface features objects
30541163	HP:0003557	Increased variability in muscle fiber diameter	A Female Patient with Xq28 Microduplication Presenting with Myotubular Myopathy, Confirmed with a Custom-Designed X-array.	xlinked myotubular myopathy xlmtm rare inherited neuromuscular disorder associated mutations imtm1i gene xq28 region report severely affected girl xlmtm caused maternally inherited 661 kb xq28 microduplication identified chromosomal microarray analysis confirmed also dna muscle biopsy customdesigned xchromosomespecific microarray xinactivation analysis revealed skewed inactivation pattern probands muscle biopsy muscle biopsy histopathology indicative increased variability fiber diameter marked diffuse endomysial proliferation adipose connective tissues well predominance type 1 fibers
11118789	HP:0000845	Elevated circulating growth hormone concentration	Effects of weaning on somatotrophic gene expression and circulating levels of insulin-like growth factor-1 (IGF-1) and IGF-2 in pigs.	present study evaluated somatotrophic gene expression liver muscle adipose tissue 4 weaning time point corresponding greatly reduced serum concentrations insulinlike growth factor igf1 igf2 pigs twoweekold barrows either crossfostered sow sow n 8 weaned fed phase 1 diet containing either 0 7 spraydried plasma np n 8 sdp n 8 respectively piglets allocated two size groups equivalently represented experimental group small 3543 kg large 4657 kg animals weighed daily sacrificed 4 weaning blood tissue collection daily gains sow piglets significantly greater weaned pigs first 3 experiment p 00001 weight gains sow sdp pigs 3 4 equivalently elevated relative np pigs p 00001 serum igf1 igf2 concentrations decreased np sdp compared sow p 00001 serum igf2 levels significantly lower small piglets p 0006 weaning group x size interaction noted liver igf2 mrna p 003 reflecting higher level expression large sow piglets relative small sow piglets weaning affect igf1 igf2 growth hormone gh receptor mrna levels liver muscle fat p 005 liver igfbinding protein igfbp3 acidlabile subunit als mrna levels also unaffected weaning small pigs lower levels liver als p 00003 muscle igf2 p 002 muscle gh receptor p 0006 mrnas contrast adipose tissue igf1 igf2 mrna levels greatest small piglets p 0001 0029 respectively
29217069	HP:0031207	Hepatic hemangioma	Infantile Hemangiomas in the Head and Neck Region.	infantile hemangiomas ihs benign vascular tumors infancy common region head neck infantile hemangiomas common extremely heterogeneous cause range complications depending morphology size location medical interventions highrisk patients include topical systemic therapies including oral propranolol revolutionized management ihs past recent years following article authors aim provide review natural history pathology complications syndromes medical management infantile hemangioma
24120724	HP:0100813	Testicular torsion	Intrauterine testicular torsion.	intrauterine testicular torsion
20480179	HP:0006956	Lateral ventricle dilatation	The clinical presentation of preterm cerebellar haemorrhage.	objective study evaluate clinical symptoms findings cranial ultrasound cus preterm infants cerebellar haemorrhage retrospective analysis preterm infants postnatal cus mri diagnosis cerebellar haemorrhage admitted tertiary care centre january 2002 june 2009 fifteen infants identified median gestational age 25 27 weeks median birth weight 730 g discerned six types haemorrhage subarachnoid n 3 folial n 1 lobar n 9 4 bilateral giant lobar n 1 including vermis contusional n 1 especially infants lobar cerebellar haemorrhage cus showed preceding concurrent lateral ventricle dilatation mostly without intraventricular haemorrhage ivh thirteen infants suffered notable otherwise unexplained motor agitation days preceding diagnosis conclusion motor agitation may presenting symptom cerebellar haemorrhage preterm infants unexplained ventriculomegaly first sign cerebellar haemorrhage instigate sonographic exploration cerebellum
11104863	HP:0031862	Increased heart rate variability	Variable responsiveness of anterograde and retrograde fast pathway conduction to adenosine in patients with typical AV-nodal reentry tachycardia.	adenosine known substance depresses predominantly slow pathway avnode however effect adenosine anterograde retrograde fast pathway fp studied large patient population ninetyone patients inducible typical avnodal reentrant tachycardias avnrt included clinically used dosage 12 mg adenosine administered subsequently bolus injection constant atrial ventricular pacing 500 ms patients electrophysiological avnodal parameters determined higher responsiveness anterograde compared retrograde fp observed majority patients 76 blocked anterogradely 55 blocked retrogradely within fp administration 12 mg adenosine thirtysix percent patients revealed differential behaviour adenosine sixteen percent patients completely resistant adenosine p0012 electrophysiological parameters predict responsiveness fp adenosine patients typical avnrt anterograde fp shows higher sensitivity retrograde fp adenosine might reflect anatomical andor functional distinction anterograde retrograde fp variable response adenosine could due individual anatomical electrophysiological heterogenity perinodal tissue avnode
11152663	HP:0011372	Aplasia of the inner ear	Targeted disruption of mouse Pds provides insight about the inner-ear defects encountered in Pendred syndrome.	following positional cloning pds gene mutated deafnessgoitre disorder pendred syndrome ps numerous studies focused defining role pds deafness ps well elucidating function pdsencoded protein pendrin facilitate efforts provide system detailed study innerear defects occur absence pendrin generated pdsknockout mouse pds mice completely deaf also display signs vestibular dysfunction inner ears mice appear develop normally embryonic day 15 time severe endolymphatic dilatation occurs reminiscent seen radiologically deaf individuals pds mutations additionally second postnatal week severe degeneration sensory cells malformation otoconia otoconial membranes occur revealed scanning electron fluorescence confocal microscopy ultrastructural defects seen pds mice provide important clues mechanisms responsible innerear pathology associated pds mutations
31570315	HP:0032217	Indurated nodule	Surgical Treatment of Peyronie's Disease: Systematic Review of Techniques Involving or Not Tunica Albuginea Incision.	introduction peyronies disease characterized abnormal healing tunica albuginea ta resulting production fibrotic plaque leads penile curvature considerable psychological impact precise knowledge various surgical techniques fundamental importance proper management patient aim compare results including surgical success quality life sexual satisfaction complications 2 different techniques ta incision vs without ta incision methods search performed according prisma pubmed embase september 2018 key words searched peyronie peyronies disease penile curvature penile induration technique surgery surgical quality life sexual quality life sexual satisfaction outcome outcomes main outcome measure thirtyone articles considered review main outcomes reported descriptively results significant results included penile straightening 885 vs 709 favoring opening ta perception palpable nodule 132 vs 274 favoring opening ta loss sensibility 11 vs 20 favoring opening ta neither prospective randomized study direct comparison study performed techniques consensus among studies measure results subjective criteria primarily used evaluation paucity objective tools quantify outcomes conclusion consensus technique achieves better results fewer complications therefore decision technique use matter surgeon preference studies comparing distinctive techniques either opening opening tunica albuginea performed support surgical decision making addition guidelines could assist standardization criteria investigated future studies aim better evaluating outcomes barbosa arg takemura ls cha jd et al surgical treatment peyronies disease systematic review techniques involving tunica albuginea incision sex med rev 20208324332
21083652	HP:0001973	Autoimmune thrombocytopenia	Pathophysiology and management of chronic immune thrombocytopenia: focusing on what matters.	immune thrombocytopenia itp common autoimmune disease characterized low platelet counts increased risk bleeding antibodymediated platelet destruction prevailing hypothesis explain itp pathogenesis supported efficacy bcell depletion therapy however recent success thrombopoietin receptor agonists lends support notion platelet production also insufficient best practice management chronic itp yet established data comparative trials lacking despite renewed interest novel drugs capable increasing platelet counts ultimate treatment goals itp patients must kept mind improve patients health wellbeing article pathophysiology itp reviewed key remaining questions mechanism explored rational approach management itp adults outlined acknowledging evidence evidence gaps highlighting need clinically important endpoints future clinical trials
26602585	HP:0001847	Long hallux	Multiple Skeletal Deformities in a Middle-Aged Man.	54yearold man seen endocrinology clinic evidence limited range motion left foot history diabetes mellitus type 2 atrial fibrillation family history included evidence skeletal deformities relatives could imply potential existence hereditary condition worth noting spontaneous mutations reported cases pertinent physical examination revealed surgical scar patients left knee hallux valgus deformity left foot compromised joint function painless bony prominences foot skeletal survey findings consistent multiple hereditary exostoses multiple osteochondromatosis mo rare genetic disorder associated serious complications may significantly affect health related quality life anyone disorder prevent complications patients require longterm followup regular clinical radiological examinations
29263534	HP:0032152	Keratosis pilaris	Clinico-epidemiological Study of Congenital Ichthyosis in a Tertiary Care Center of Eastern India.	background congenital ichthyoses comprises various specific genetic diseases range mild severe presentation furthermore may associated various syndromes scanty data regarding demographic profile clinical features patients congenital ichthyosis india aims objectives aim evaluate epidemiology clinical characteristics various types congenital ichthyoses materials methods study conducted 1 year april 2013 march 2014 patients evaluated epidemiological profile clinical features results study 1 year 106 patients congenital ichthyoses identified common various ichthyoses ichthyosis vulgaris followed lamellar ichthyosis xlinked recessive ichthyosis one case netherton syndrome one ichthyosis hystrix also identified conclusion various types congenital ichthyoses present different clinical features range mild severe present significant psychological stress patients families furthermore diseases significant implications transmission offspring
20835555	HP:0033482	Limited shoulder flexion	Comparison of quality of life, satisfaction with surgery and shoulder-arm morbidity in breast cancer survivors submitted to breast-conserving therapy or mastectomy followed by immediate breast reconstruction.	objectives study designed compare prevalence shoulderarm morbidity patient satisfaction surgery quality life women submitted breastconserving therapy modified radical mastectomy immediate breast reconstruction methods study crosssectional study women underwent breastconserving therapy n 44 modified radical mastectomy immediate breast reconstruction n 26 quality life evaluated sf36 health survey questionnaire results differences found prevalence lymphedema movements commonly affected procedures abduction flexion external rotation two groups compared however found statistically significant difference prevalence restricted internal rotation occurred 32 women breastconserving therapy group 12 modified radical mastectomy immediate breast reconstruction group 723 p 003 following adjustment potential confounding factors difference quality life satisfaction surgery found two groups conclusions data suggest type surgery affect occurrence lymphedema breastconserving therapy however increased risk shoulder movement limitation differences found two surgical techniques respect quality life satisfaction surgery
22819297	HP:0010532	Paroxysmal vertigo	Benign paroxysmal positional vertigo as a complication of orthognathic surgery.	benign paroxysmal positional vertigo bppv clinical disorder may develop following surgical trauma maxilla example result closed sinus lifting use mallet osteotome implant surgery proposed bppv may also occur following maxillary le fort osteotomy orthognathic surgery prospective study 50 consecutive cases orthognathic surgery observed one patient developed bppv postoperative period following bimaxillary orthognathic surgery patient 23yearold woman met strict criteria diagnosis bppv including positive dixhallpike test described bppv detail discussed necessity increasing awareness knowledge surgeons bppv possible complication craniomaxillofacial surgery
25597208	HP:0031207	Hepatic hemangioma	Spontaneous rupture: a rare complication of hepatic hemangiomas.	hepatic lesions one possible visceral causes spontaneous hemoperitoneum hepatic hemangiomas congenital vascular malformations common benign tumours liver cases asymptomatic although seldom rupture important diagnose global mortality rate high accurate diagnosis hemangioma cause hemoperitoneum would result correct clinical decision making treatment
34474134	HP:0025317	Cubitus varus	Elbow varus torque and ball velocity associations in high school and professional pitchers with increased sagittal-plane trunk tilt.	background increased sagittalplane trunk tilt thought increase drive anterior direction toward home plate transferring energy trunk distal upper extremity ultimately generating greater ball velocity increased sagittal trunk tilt also implicated risk upperextremity joint loading baseball pitchers way elbow varus torque evt metric previously associated elbow injury professional pitchers purposes study 1 compare sagittal trunk tilt positioning high school professional pitchers throughout pitch 2 identify potential associations sagittalplane trunk tilt ball velocity evt cohorts methods professional high school pitchers instructed throw fastballs evaluated 3dimensional motion capture 480 hz sagittal trunk tilt motion throughout pitching motion compared cohorts maximum knee height maximum shoulder internal rotation assess effects sagittalplane trunk tilt ball velocity evt linear mixedeffect models created results professional pitchers n 100 882 pitches achieved greater sagittal trunk tilt high school pitchers n 57 519 pitches early portions pitching motion including maximum positive sagittal trunk tilt 466° ± 83° vs 436° ± 102° p 042 professional pitchers also greater sagittal trunk tilt excursion throughout pitch motion 680° ± 114° vs 625° ± 110° p 004 every 10° increase sagittal trunk tilt ball release professional pitchers ball velocity increased 036 ms b 0036 β 0194 p 001 09 average ball velocity whereas evt increased 014 body weight × body height b 0014 β 0159 p 001 29 average normalized evt every 10° increase sagittal trunk tilt ball release high school pitchers ball velocity increased 034 ms b 0097 β 0025 p 025 11 average ball velocity whereas evt increased 007 body weight × body height b 0007 β 0086 p 016 17 average normalized evt conclusion increased positive sagittalplane trunk tilt significantly associated greater ball velocity increased evt professional high school pitchers peak evt estimates consistently pronounced ball velocity benefits populations suggesting specific time point may provide ball velocity benefit concomitantly minimizing evt professional high school pitchers consider tradeoff may influence injury risk engaging higher degrees positive sagittalplane trunk tilt
17022865	HP:0033994	Dependency on parenteral nutrition	Economic implications of growth hormone use in patients with short bowel syndrome.	objective short bowel syndrome rare lifethreatening condition result nutritional malabsorption parenteral nutrition provides lifesaving support lead complications affect quality life recombinant human growth hormone somatropin rdna origin shown significantly reduce dependence nutritional support p 005 study evaluates economic impact somatropin use management short bowel syndrome methods discrete event simulation des model developed estimate benefits costs associated somatropin use risks treatment complications diseaserelated events modeled identical patient pairsone receiving parenteral nutrition alone receiving 4 weeks somatropinfor 2 years following initiation treatment life expectancy assumed equivalent risk functions estimated literature one randomized clinical trial total component costs associated strategy determined distribution patients reducing parenteral nutrition need final parenteral nutrition frequency also estimated sensitivity analyses completed key inputs direct medical costs reported us 2004 dollars results model predicted 960 patients receiving somatropin reduce eliminate parenteral nutrition within 6 weeks average use reduced 28 days onethird weaned completely based 19 l parenteral nutrition per day estimated costs 118098 dollars year one 132935 dollars year two somatropin costs dropped 84309 dollars year onedespite 17459 dollars cost somatropin treatmentand 81250 dollars year two 2 years savings totaled 85474 dollars limitations insufficient data required assumptions made inputs des new pharmacoeconomics may perceived limitation conclusions somatropin use improves quality life reducing need parenteral nutrition results health care cost savings
33713134	HP:0030080	Burkitt lymphoma	Cardiac Burkitt's lymphoma presenting with heart failure.	cardiac burkitts lymphoma presenting heart failure
11692492	HP:0001847	Long hallux	Osteotomy of the hallux proximal phalanx.	osteotomy proximal phalanx appears used frequently increasing indications rarely indicated surgical procedure often combined secondary procedure hallux valgus surgery proximal distal metatarsal osteotomy often used hallux rigidus cheilectomy usually added advantage proximal phalanx osteotomy enables extraarticular correction avoids breaching metatarsophalangeal joint extraarticular correction may prevent joint stiffness longterm joint changes
17460304	HP:0030553	Visual acuity no light perception	The effect of myopia on contrast thresholds.	purpose examine relationship degree myopia foveally measured contrast thresholds methods monocular thresholds positive negative contrast obtained 60 myopes 10 80 20 emmetropes similar age contrast thresholds measured different background luminance levels photopic mesopic using visual stimulus generator staircase method gray background light dark letters used study positive negative contrast anova used identify factors influencing contrast sensitivity myopes contrast thresholds regressed spherical equivalent refractive error accounting different intercepts slopes positive negative contrasts results myopes yielded lower sensitivity contrast emmetropes contrast emmetropes exhibited higher contrast thresholds negative positive contrast photopic mesopic conditions background luminance levels contrast thresholds myopic subjects increased systematically higher spherical equivalent refractive error rate increase higher negative positive contrast regression models yielded adjusted coefficients determination r2adj 0735 higher conclusions despite corrected visual acuity myopes exhibited reduced sensitivity contrast comparison emmetropes furthermore contrast sensitivity decreased increasing degree myopia rate decline higher negative positive contrast
12663379	HP:0010532	Paroxysmal vertigo	Benign paroxysmal positional vertigo.	benign paroxysmal positional vertigo
